,Student_ID,Item_ID,Execution_date,Session_Status,Sequence_Index,Candidate_Response_Number,Reponse_ID,Task_Correct_Response,Task_Candidate_Response,Global_Score_Response,Min_score_Response,Max_score_Response,Score_Item,Max_score_Item,Min_score_Item,Feedback_basic,Feedback_modal,N_Attempts
1252,student_25__2021_10_19__19_02_433.xml,id9ea3a865-5625-4f36-8682-653b3af80af3_1,2021-10-20T11:34:30,final,7,45,RESPONSE_1,"['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e']","['ide1b22e8c-839c-47f8-8fdf-3d304e402f7d idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f id95d89fea-c190-4700-ad57-a4be31b7dd90', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c ide7414843-de1e-43be-bb72-444332f14dec', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d']",3,0,3,"['1', '0', '1', '0', '0', '1']",[],[],correct,Feedback308458987,2
1253,student_25__2021_10_19__19_02_433.xml,id9ea3a865-5625-4f36-8682-653b3af80af3_1,2021-10-20T11:35:28,final,7,28,RESPONSE_1,"['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e']","['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f id95d89fea-c190-4700-ad57-a4be31b7dd90', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c ide7414843-de1e-43be-bb72-444332f14dec']",3,0,3,"['1', '0', '1', '1', '0', '1']",[],[],correct,Feedback308458987,3
1254,student_25__2021_10_19__19_02_433.xml,id9ea3a865-5625-4f36-8682-653b3af80af3_1,2021-10-20T11:36:19,final,7,36,RESPONSE_1,"['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e']","['ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id95d89fea-c190-4700-ad57-a4be31b7dd90', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e', 'idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0']",3,0,3,"['1', '1', '1', '0', '1', '1']",[],[],correct,Feedback308458987,4
1255,student_25__2021_10_19__19_02_433.xml,id9ea3a865-5625-4f36-8682-653b3af80af3_1,2021-10-25T10:35:03,final,7,34,RESPONSE_1,"['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e']","['id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c ide7414843-de1e-43be-bb72-444332f14dec']",3,0,3,"['1', '0', '1', '0', '1', '1']",[],[],correct,Feedback308458987,5
1256,student_25__2021_10_19__19_02_433.xml,id9ea3a865-5625-4f36-8682-653b3af80af3_1,2021-10-25T10:36:05,final,7,41,RESPONSE_1,"['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e']","['idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e', 'idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0']",3,0,3,"['1', '1', '1', '1', '1', '1']",[],[],correct,Feedback308458987,6
1257,student_25__2021_10_19__19_02_433.xml,ida7ece58f-e901-405f-af02-1f9113f103ea_2,2021-12-02T09:54:57,final,8,2692,RESPONSE_1,['9*a - 5*b'],['9*a - 5*b'],0,0,6,"['0', '0', '0', '0', '0', '0']","['1', '1', '1', '1', '1', '1']","['0', '0', '0', '0', '0', '0']",incorrect,NULL,0
1258,student_25__2021_10_19__19_02_433.xml,id0eeba415-3e80-4568-b795-46979d215147_1,2021-11-26T10:58:07,final,9,425,RESPONSE_2,['3'],['3'],1,0,3,"['1', '0', '0']","['1', '1', '1']","['0', '0', '0']",incorrect,Feedback1403352192,0
1259,student_25__2021_10_19__19_02_433.xml,id0eeba415-3e80-4568-b795-46979d215147_1,2021-11-26T11:00:39,final,9,76,RESPONSE_1,['1'],['1'],1,0,3,"['1', '0', '0']","['1', '1', '1']","['0', '0', '0']",incorrect,Feedback1403352192,1
1260,student_25__2021_10_19__19_02_433.xml,id0eeba415-3e80-4568-b795-46979d215147_1,2021-11-26T11:01:47,final,9,58,RESPONSE_1,['1'],['1'],1,0,3,"['1', '0', '0']","['1', '1', '1']","['0', '0', '0']",incorrect,Feedback1403352192,2
1261,student_25__2021_10_19__19_02_433.xml,id0eeba415-3e80-4568-b795-46979d215147_1,2021-11-26T11:02:20,final,9,25,RESPONSE_1,['1'],['1'],1,0,3,"['1', '0', '0']","['1', '1', '1']","['0', '0', '0']",incorrect,Feedback1403352192,3
1262,student_25__2021_10_19__19_02_433.xml,ideaa3ccba-44aa-4f79-ac9b-1137e50192d9_1,2021-11-26T11:05:26,final,10,182,RESPONSE_1,['2'],['2'],2,0,3,"['1', '1', '0']","['1', '1', '1']","['0', '0', '0']",incorrect,Feedback1208114725,0
1263,student_25__2021_10_19__19_02_433.xml,ideaa3ccba-44aa-4f79-ac9b-1137e50192d9_1,2021-11-26T11:06:18,final,10,41,RESPONSE_1,['4'],['4'],2,0,3,"['1', '1', '0']","['1', '1', '1']","['0', '0', '0']",incorrect,Feedback1208114725,1
1264,student_25__2021_10_19__19_02_433.xml,idd5cf78d4-28a4-4213-90b4-00e5bb438536_1,2021-12-02T09:54:52,pendingSubmission,11,912,RESPONSE_1,['NULL'],['NULL'],0,0,4,"['0', '0', '0', '0']","['1', '1', '1', '1']","['0', '0', '0', '0']",empty,NULL,0
1265,student_25__2022_01_31__10_55_875.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_3,2022-01-31T10:55:45,pendingSubmission,1,9,RESPONSE_1427178107064,['NULL'],['NULL'],NULL,NULL,NULL,NULL,[],[],NULL,NULL,NULL
1266,student_25__2022_01_31__10_55_875.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_6,2022-01-31T10:55:36,initial,2,NULL,RESPONSE_1427175435706,[],['NULL'],NULL,NULL,NULL,NULL,[],[],NULL,NULL,NULL
1267,student_25__2022_01_31__10_55_875.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_2,2022-01-31T10:55:36,initial,3,NULL,RESPONSE_1427175435706,[],['NULL'],NULL,NULL,NULL,NULL,[],[],NULL,NULL,NULL
1268,student_25__2022_01_31__10_55_875.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_4,2022-01-31T10:55:36,initial,4,NULL,RESPONSE_1427175435706,[],['NULL'],NULL,NULL,NULL,NULL,[],[],NULL,NULL,NULL
1269,student_25__2022_01_31__10_55_875.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_5,2022-01-31T10:55:36,initial,5,NULL,RESPONSE_1427176115631,[],['NULL'],NULL,NULL,NULL,NULL,[],[],NULL,NULL,NULL
1270,student_25__2022_01_31__10_55_875.xml,id35ad030d-2fab-41e5-acda-cd39b5670cb5_1,2022-01-31T10:55:36,initial,6,NULL,RESPONSE_1,"['id0824fd51-b183-4a36-91d4-ea663258505f', 'idd208bcc5-a59b-4672-b1b2-13d29babefb7', 'id2405d1ab-326f-48ca-8977-11785862939f', 'idb0fa4b84-f5ea-4716-8d71-dd327f58a029', 'id9b5cdc1e-6719-4bb7-8a9f-221197ccf3ea', 'idb8cb14e6-f0c7-4d31-9e87-d3362d479760']",['NULL'],NULL,NULL,NULL,NULL,[],[],NULL,NULL,NULL
1271,student_25__2022_01_31__10_55_875.xml,id9ea3a865-5625-4f36-8682-653b3af80af3_1,2022-01-31T10:55:36,initial,7,NULL,RESPONSE_1,"['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e']",['NULL'],NULL,NULL,NULL,NULL,[],[],NULL,NULL,NULL
1272,student_25__2022_01_31__10_55_875.xml,ida7ece58f-e901-405f-af02-1f9113f103ea_2,2022-01-31T10:55:36,initial,8,NULL,NULL,['NULL'],['NULL'],NULL,NULL,NULL,NULL,[],[],NULL,NULL,NULL
1273,student_25__2022_01_31__10_55_875.xml,id0eeba415-3e80-4568-b795-46979d215147_1,2022-01-31T10:55:36,initial,9,NULL,NULL,['NULL'],['NULL'],NULL,NULL,NULL,NULL,[],[],NULL,NULL,NULL
1274,student_25__2022_01_31__10_55_875.xml,ideaa3ccba-44aa-4f79-ac9b-1137e50192d9_1,2022-01-31T10:55:36,initial,10,NULL,NULL,['NULL'],['NULL'],NULL,NULL,NULL,NULL,[],[],NULL,NULL,NULL
1275,student_25__2022_01_31__10_55_875.xml,idd5cf78d4-28a4-4213-90b4-00e5bb438536_1,2022-01-31T10:55:36,initial,11,NULL,NULL,['NULL'],['NULL'],NULL,NULL,NULL,NULL,[],[],NULL,NULL,NULL
1276,student_26__2021_11_26__22_27_846.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_3,2021-11-26T22:28:38,final,1,53,RESPONSE_1427178107064,['(5*x)/((7*x)+1)'],['(5*x)/((7*x)+1)'],1,0,1,['1'],['1'],['0'],correct,NULL,0
1277,student_26__2021_11_26__22_27_846.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_6,2021-11-26T22:32:35,final,2,216,RESPONSE_1427175435706,['sqrt(sqrt(((5*x+y)/14)) + 2*z^3)'],['sqrt(sqrt(((5*x+y)/14)) + 2*z^3)'],1,0,1,['1'],['1'],['0'],correct,NULL,0
1278,student_26__2021_11_26__22_27_846.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_2,2021-11-26T22:38:44,final,3,244,RESPONSE_1427175435706,['abs(abs((3*x+y)/13) -6)'],['abs(abs((3*x+y)/13) -6)'],1,0,1,['1'],['1'],['0'],correct,NULL,0
1279,student_26__2021_11_26__22_27_846.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_4,2021-11-26T22:39:57,final,4,187,RESPONSE_1427175435706,['ln(abs((2*x+y)/2)+4)'],['ln(abs((2*x+y)/2)+4)'],1,0,1,['1'],['1'],['0'],correct,Feedback622717785,0
1280,student_26__2021_11_26__22_27_846.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_5,2021-11-26T22:42:07,final,5,75,RESPONSE_1427176115631,['%e^(-7%i*%pi)+32'],['%e^(-7%i*%pi)+32'],1,0,1,['1'],['1'],['0'],correct,Feedback2118326121,0
1281,student_26__2021_11_26__22_27_846.xml,id35ad030d-2fab-41e5-acda-cd39b5670cb5_1,2021-11-26T22:45:27,final,6,120,RESPONSE_1,"['id0824fd51-b183-4a36-91d4-ea663258505f', 'idd208bcc5-a59b-4672-b1b2-13d29babefb7', 'id2405d1ab-326f-48ca-8977-11785862939f', 'idb0fa4b84-f5ea-4716-8d71-dd327f58a029', 'id9b5cdc1e-6719-4bb7-8a9f-221197ccf3ea', 'idb8cb14e6-f0c7-4d31-9e87-d3362d479760']","['idb0fa4b84-f5ea-4716-8d71-dd327f58a029', 'id0824fd51-b183-4a36-91d4-ea663258505f', 'idb8cb14e6-f0c7-4d31-9e87-d3362d479760', 'id2405d1ab-326f-48ca-8977-11785862939f']",6,0,6,"['1', '0', '1', '1', '0', '1']",[],[],correct,Feedback38106772,0
1282,student_26__2021_11_26__22_27_846.xml,id9ea3a865-5625-4f36-8682-653b3af80af3_1,2021-11-26T22:47:51,final,7,82,RESPONSE_1,"['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e']","['id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f ide7414843-de1e-43be-bb72-444332f14dec', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id95d89fea-c190-4700-ad57-a4be31b7dd90', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d']",2.5,0,3,"['1', '0', '1', '0', '0', '1']",[],[],incorrect,Feedback1002078437,0
1283,student_26__2021_11_26__22_27_846.xml,ida7ece58f-e901-405f-af02-1f9113f103ea_2,2021-11-26T23:04:36,final,8,714,RESPONSE_1,['5*a-2*b'],['5*a-2*b'],6,0,6,"['1', '1', '1', '1', '1', '1']","['1', '1', '1', '1', '1', '1']","['0', '0', '0', '0', '0', '0']",correct,Feedback1340998607,0
1284,student_26__2021_11_26__22_27_846.xml,id0eeba415-3e80-4568-b795-46979d215147_1,2021-11-26T23:34:38,final,9,656,RESPONSE_1,['1'],['1'],3,0,3,"['1', '1', '1']","['1', '1', '1']","['0', '0', '0']",correct,Feedback1357284413,0
1285,student_26__2021_11_26__22_27_846.xml,ideaa3ccba-44aa-4f79-ac9b-1137e50192d9_1,2021-11-26T23:55:55,final,10,383,RESPONSE_1,['6'],['6'],3,0,3,"['1', '1', '1']","['1', '1', '1']","['0', '0', '0']",correct,Feedback740421872,0
1286,student_26__2021_11_26__22_27_846.xml,idd5cf78d4-28a4-4213-90b4-00e5bb438536_1,2021-11-27T00:19:17,final,11,1249,RESPONSE_1,['((23*y)-63)/39'],['((23*y)-63)/39'],3,0,4,"['1', '1', '0', '1']","['1', '1', '1', '1']","['0', '0', '0', '0']",incorrect,Feedback1638041153,0
1287,student_26__2021_11_26__22_27_846.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_4,2021-11-26T22:40:47,final,4,14,RESPONSE_1427175435706,['(log(abs((8*x+y)/2)+9))'],['(log(abs((8*x+y)/2)+9))'],1,0,1,['1'],['1'],['0'],correct,Feedback622717785,1
1288,student_26__2021_11_26__22_27_846.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_5,2021-11-26T22:43:27,final,5,51,RESPONSE_1427176115631,['(%e^(%i*-6*%pi/11)+48)'],['(%e^(%i*-6*%pi/11)+48)'],1,0,1,['1'],['1'],['0'],correct,Feedback2118326121,1
1289,student_26__2021_11_26__22_27_846.xml,id35ad030d-2fab-41e5-acda-cd39b5670cb5_1,2021-11-26T22:46:24,final,6,46,RESPONSE_1,"['id0824fd51-b183-4a36-91d4-ea663258505f', 'idd208bcc5-a59b-4672-b1b2-13d29babefb7', 'id2405d1ab-326f-48ca-8977-11785862939f', 'idb0fa4b84-f5ea-4716-8d71-dd327f58a029', 'id9b5cdc1e-6719-4bb7-8a9f-221197ccf3ea', 'idb8cb14e6-f0c7-4d31-9e87-d3362d479760']","['id9b5cdc1e-6719-4bb7-8a9f-221197ccf3ea', 'idd208bcc5-a59b-4672-b1b2-13d29babefb7', 'idb8cb14e6-f0c7-4d31-9e87-d3362d479760', 'id2405d1ab-326f-48ca-8977-11785862939f', 'idb0fa4b84-f5ea-4716-8d71-dd327f58a029', 'id0824fd51-b183-4a36-91d4-ea663258505f']",6,0,6,"['1', '1', '1', '1', '1', '1']",[],[],correct,Feedback38106772,1
1290,student_26__2021_11_26__22_27_846.xml,id9ea3a865-5625-4f36-8682-653b3af80af3_1,2021-11-26T22:50:32,final,7,147,RESPONSE_1,"['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e']","['ide1b22e8c-839c-47f8-8fdf-3d304e402f7d ide7414843-de1e-43be-bb72-444332f14dec', 'id9a4762f1-3c35-428b-9333-f1154b94545d id92be0790-d70c-4934-80ef-74bec273a16e', 'idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad ide7414843-de1e-43be-bb72-444332f14dec', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f id92be0790-d70c-4934-80ef-74bec273a16e', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c ide7414843-de1e-43be-bb72-444332f14dec']",2.5,0,3,"['1', '0', '0', '0', '0', '0']",[],[],incorrect,Feedback1002078437,1
1291,student_26__2021_11_26__22_27_846.xml,id9ea3a865-5625-4f36-8682-653b3af80af3_1,2021-11-26T22:52:17,final,7,93,RESPONSE_1,"['idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e', 'id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e']","['id9a4762f1-3c35-428b-9333-f1154b94545d id4282ccc5-2fc5-4278-bb8e-b08c92af32b6', 'ide1b22e8c-839c-47f8-8fdf-3d304e402f7d idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'id2fc2d4be-65bf-40b9-95c1-74d494ade0ad id92be0790-d70c-4934-80ef-74bec273a16e', 'idf1c89571-97ba-4574-bd86-811ff2d90ac5 id3fc9d1fe-dac0-46fc-9df5-b5ed163d752d', 'idf57e6d9f-3d8b-471b-a5b4-6acf03b4e43f idb3100d4a-c4ba-4bba-9fd7-15b55b020cb0', 'idf9186c94-2c74-4a5c-a219-c3f3bc59c48c id92be0790-d70c-4934-80ef-74bec273a16e']",2.5,0,3,"['1', '1', '1', '0', '1', '1']",[],[],incorrect,Feedback1002078437,2
1292,student_26__2021_11_26__22_27_846.xml,ida7ece58f-e901-405f-af02-1f9113f103ea_2,2021-11-26T23:17:29,final,8,625,RESPONSE_1,['7*a-9*b'],['7*a-9*b'],6,0,6,"['1', '1', '1', '1', '1', '1']","['1', '1', '1', '1', '1', '1']","['0', '0', '0', '0', '0', '0']",correct,Feedback1340998607,1
1293,student_26__2021_11_26__22_27_846.xml,ida7ece58f-e901-405f-af02-1f9113f103ea_2,2021-11-26T23:23:56,final,8,357,RESPONSE_1,['4*a+9*b'],['4*a+9*b'],6,0,6,"['1', '1', '1', '1', '1', '1']","['1', '1', '1', '1', '1', '1']","['0', '0', '0', '0', '0', '0']",correct,Feedback1340998607,2
1294,student_26__2021_11_26__22_27_846.xml,id0eeba415-3e80-4568-b795-46979d215147_1,2021-11-26T23:39:19,final,9,272,RESPONSE_1,['1'],['1'],3,0,3,"['1', '1', '1']","['1', '1', '1']","['0', '0', '0']",correct,Feedback1357284413,1
1295,student_26__2021_11_26__22_27_846.xml,id0eeba415-3e80-4568-b795-46979d215147_1,2021-11-26T23:49:29,final,9,587,RESPONSE_1,['1'],['1'],3,0,3,"['1', '1', '1']","['1', '1', '1']","['0', '0', '0']",correct,Feedback1357284413,2
1296,student_26__2021_11_26__22_27_846.xml,ideaa3ccba-44aa-4f79-ac9b-1137e50192d9_1,2021-11-26T23:58:26,final,10,77,RESPONSE_1,['1'],['1'],3,0,3,"['1', '1', '1']","['1', '1', '1']","['0', '0', '0']",correct,Feedback740421872,1
1297,student_26__2021_11_26__22_27_846.xml,idd5cf78d4-28a4-4213-90b4-00e5bb438536_1,2021-11-27T00:40:41,final,11,691,RESPONSE_1,['(12*y)/37'],['(12*y)/37'],3,0,4,"['1', '1', '0', '1']","['1', '1', '1', '1']","['0', '0', '0', '0']",incorrect,Feedback1638041153,1
1298,student_27__2021_10_21__17_24_819.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_3,2021-10-21T17:25:59,final,1,67,RESPONSE_1427178107064,['4*x/19*x+1'],['4*x/19*x+1'],1,0,1,['1'],['1'],['0'],correct,Feedback1268528241,0
1299,student_27__2021_10_21__17_24_819.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_3,2021-11-04T19:04:23,final,1,69,RESPONSE_1427178107064,['(7*x)/(17*x+1)'],['(7*x)/(17*x+1)'],1,0,1,['1'],['1'],['0'],correct,Feedback1268528241,1
1300,student_27__2021_10_21__17_24_819.xml,idc8201b1b-9ab7-4afc-931e-9bea6a3f5273_6,2021-11-04T19:11:01,final,2,397,RESPONSE_1427175435706,['sqrt( sqrt ( ( 9*x + y ) /14 ) + 9*z^3)'],['sqrt( sqrt ( ( 9*x + y ) /14 ) + 9*z^3)'],1,0,1,['1'],['1'],['0'],correct,NULL,0
